0.35,0.1
1.722069,0.318362
3.109382,0.261239
4.457714,-0.06398
5.718763,-0.6405
6.843108,-1.45089
7.782697,-2.46987
8.4779,-3.6545
8.719651,-5.02164
8.695178,-6.41101
8.548621,-7.79299
8.266934,-9.15365
7.867285,-10.4849
7.329759,-11.7663
6.737744,-13.0238
6.298527,-14.3411
6.069025,-15.711
6.040253,-17.0989
6.222307,-18.4764
6.543288,-19.8286
6.8513,-21.456
6.912062,-21.7546
6.922249,-22.0583
6.894168,-22.3615
6.821685,-22.6565
6.687505,-22.93
6.512146,-23.1788
6.30505,-23.4009
6.073554,-23.598
5.807193,-23.7447
5.526592,-23.8631
5.227108,-23.9185
4.923287,-23.9378
4.61974,-23.9109
4.327493,-23.8252
4.048118,-23.7049
3.790456,-23.5434
3.56245,-23.3421
3.369309,-23.1065
3.2073,-22.849
2.800618,-20.4749
2.58494,-19.1014
2.338068,-17.7329
2.086742,-16.3652
1.84073,-14.9966
1.590885,-13.6286
0.649325,-12.6468
-0.43342,-11.7928
-1.0244,-10.949
-1.15752,-10.6142
-1.2595,-10.2688
-1.32646,-9.91488
-1.419594166,-9.646799694
-1.532533655,-9.326804476
-1.626649896,-8.884458144
-1.54317937,-8.325558564
-1.403430029,-7.906310543
-1.16620112,-7.608683254
-0.9834419058,-7.235549858
-0.7093030848,-6.938566136
-0.4656241327,-6.679657249
-0.2676349842,-6.474053133
-0.05441590116,-6.199914312
0.1588031819,-5.95623536
0.2882576252,-5.727786343
0.2958725924,-5.491722358
0.1892630509,-5.324193078
0.05219364036,-5.149048832
-0.1229506064,-5.057669225
-0.3437846567,-5.088129094
-0.595078576,-5.187123668
-0.7245330193,-5.308963144
-0.8539874626,-5.453647522
-1.181431054,-5.644021703
-1.478414777,-5.81916595
-1.760168565,-5.941005426
-2.057152288,-6.078074836
-2.294875205,-6.211556909
-2.614870423,-6.277438277
-2.916042393,-6.371554518
-3.245449236,-6.362142894
-3.55603283,-6.239791781
-3.81014668,-6.023324427
-4.083083778,-5.797445449
-4.31837438,-5.515096727
-4.525430109,-5.223336381
-4.704250966,-4.82804817
-4.779543959,-4.376290215
-4.779543959,-3.886885763
-4.68579,-3.39722
-4.63591,-3.04043
-4.54198,-2.69248
-4.40581,-2.35895
-4.22933,-2.04473
-4.01432,-1.75561
-3.76565,-1.49495
-3.48652,-1.26714
-3.17,-1.1
-2.28486,-0.78865
-0.97066,-0.33458
0.35,0.1
1.722069,0.318362
3.109382,0.261239
4.457714,-0.06398
5.718763,-0.6405
6.843108,-1.45089
7.782697,-2.46987
8.4779,-3.6545
8.719651,-5.02164
8.695178,-6.41101
8.548621,-7.79299
8.266934,-9.15365
7.867285,-10.4849
7.329759,-11.7663
6.737744,-13.0238
6.298527,-14.3411
6.069025,-15.711
6.040253,-17.0989
6.222307,-18.4764
6.543288,-19.8286
6.8513,-21.456
6.912062,-21.7546
6.922249,-22.0583
6.894168,-22.3615
6.821685,-22.6565
6.687505,-22.93
6.512146,-23.1788
6.30505,-23.4009
6.073554,-23.598
5.807193,-23.7447
5.526592,-23.8631
5.227108,-23.9185
4.923287,-23.9378
4.61974,-23.9109
4.327493,-23.8252
4.048118,-23.7049
3.790456,-23.5434
3.56245,-23.3421
3.369309,-23.1065
3.2073,-22.849
2.800618,-20.4749
2.58494,-19.1014
2.338068,-17.7329
2.086742,-16.3652
1.84073,-14.9966
1.590885,-13.6286
0.649325,-12.6468
-0.43342,-11.7928
-1.0244,-10.949
-1.15752,-10.6142
-1.2595,-10.2688
-1.32646,-9.91488
-1.419594166,-9.646799694
-1.532533655,-9.326804476
-1.626649896,-8.884458144
-1.54317937,-8.325558564
-1.403430029,-7.906310543
-1.16620112,-7.608683254
-0.9834419058,-7.235549858
-0.7093030848,-6.938566136
-0.4656241327,-6.679657249
-0.2676349842,-6.474053133
-0.05441590116,-6.199914312
0.1588031819,-5.95623536
0.2882576252,-5.727786343
0.2958725924,-5.491722358
0.1892630509,-5.324193078
0.05219364036,-5.149048832
-0.1229506064,-5.057669225
-0.3437846567,-5.088129094
-0.595078576,-5.187123668
-0.7245330193,-5.308963144
-0.8539874626,-5.453647522
-1.181431054,-5.644021703
-1.478414777,-5.81916595
-1.760168565,-5.941005426
-2.057152288,-6.078074836
-2.294875205,-6.211556909
-2.614870423,-6.277438277
-2.916042393,-6.371554518
-3.245449236,-6.362142894
-3.55603283,-6.239791781
-3.81014668,-6.023324427
-4.083083778,-5.797445449
-4.31837438,-5.515096727
-4.525430109,-5.223336381
-4.704250966,-4.82804817
-4.779543959,-4.376290215
-4.779543959,-3.886885763
-4.68579,-3.39722
-4.63591,-3.04043
-4.54198,-2.69248
-4.40581,-2.35895
-4.22933,-2.04473
-4.01432,-1.75561
-3.76565,-1.49495
-3.48652,-1.26714
-3.17,-1.1
-2.28486,-0.78865
-0.97066,-0.33458
0.35,0.1
1.722069,0.318362
3.109382,0.261239
4.457714,-0.06398
5.718763,-0.6405
6.843108,-1.45089
7.782697,-2.46987
8.4779,-3.6545
8.719651,-5.02164
8.695178,-6.41101
8.548621,-7.79299
8.266934,-9.15365
7.867285,-10.4849
7.329759,-11.7663
6.737744,-13.0238
6.298527,-14.3411
6.069025,-15.711
6.040253,-17.0989
6.222307,-18.4764
6.543288,-19.8286
6.8513,-21.456
6.912062,-21.7546
6.922249,-22.0583
6.894168,-22.3615
6.821685,-22.6565
6.687505,-22.93
6.512146,-23.1788
6.30505,-23.4009
6.073554,-23.598
5.807193,-23.7447
5.526592,-23.8631
5.227108,-23.9185
4.923287,-23.9378
4.61974,-23.9109
4.327493,-23.8252
4.048118,-23.7049
3.790456,-23.5434
3.56245,-23.3421
3.369309,-23.1065
3.2073,-22.849
2.800618,-20.4749
2.58494,-19.1014
2.338068,-17.7329
2.086742,-16.3652
1.84073,-14.9966
1.590885,-13.6286
0.649325,-12.6468
-0.43342,-11.7928
-1.0244,-10.949
-1.15752,-10.6142
-1.2595,-10.2688
-1.32646,-9.91488
-1.419594166,-9.646799694
-1.532533655,-9.326804476
-1.626649896,-8.884458144
-1.54317937,-8.325558564
-1.403430029,-7.906310543
-1.16620112,-7.608683254
-0.9834419058,-7.235549858
-0.7093030848,-6.938566136
-0.4656241327,-6.679657249
-0.2676349842,-6.474053133
-0.05441590116,-6.199914312
0.1588031819,-5.95623536
0.2882576252,-5.727786343
0.2958725924,-5.491722358
0.1892630509,-5.324193078
0.05219364036,-5.149048832
-0.1229506064,-5.057669225
-0.3437846567,-5.088129094
-0.595078576,-5.187123668
-0.7245330193,-5.308963144
-0.8539874626,-5.453647522
-1.181431054,-5.644021703
-1.478414777,-5.81916595
-1.760168565,-5.941005426
-2.057152288,-6.078074836
-2.294875205,-6.211556909
-2.614870423,-6.277438277
-2.916042393,-6.371554518
-3.245449236,-6.362142894
-3.55603283,-6.239791781
-3.81014668,-6.023324427
-4.083083778,-5.797445449
-4.31837438,-5.515096727
-4.525430109,-5.223336381
-4.704250966,-4.82804817
-4.779543959,-4.376290215
-4.779543959,-3.886885763
-4.68579,-3.39722
-4.63591,-3.04043
-4.54198,-2.69248
-4.40581,-2.35895
-4.22933,-2.04473
-4.01432,-1.75561
-3.76565,-1.49495
-3.48652,-1.26714
-3.17,-1.1
-2.28486,-0.78865
-0.97066,-0.33458
0.35,0.1
